version,split,class_name,image_name,mse,psnr,ssim,used_blocks
v2_adaptive,train,glioma,Tr-gl_1165.jpg,0.009002685546875,68.58708279849465,0.9998690876424677,4
v2_adaptive,train,glioma,Tr-gl_1166.jpg,0.004180908203125,71.91809728671221,0.9999770832736076,4
v2_adaptive,train,glioma,Tr-gl_1167.jpg,0.0098419189453125,68.20000576856341,0.9998591530352336,1
v2_adaptive,train,glioma,Tr-gl_1168.jpg,0.0083770751953125,68.89987947041517,0.9998953591661636,3
v2_adaptive,train,glioma,Tr-gl_1169.jpg,0.01556396484375,66.20960119729692,0.9997228707521046,4
v2_adaptive,train,glioma,Tr-gl_117.jpg,0.00823974609375,68.97166531668641,0.999851746822698,4
v2_adaptive,train,glioma,Tr-gl_1170.jpg,0.0128173828125,67.05281005429728,0.999817830194821,4
v2_adaptive,train,glioma,Tr-gl_1171.jpg,0.0099334716796875,68.15979302923418,0.9998152914493517,6
v2_adaptive,train,glioma,Tr-gl_1172.jpg,0.00494384765625,71.19015281284997,0.9999872252678271,1
v2_adaptive,train,glioma,Tr-gl_1173.jpg,0.0143890380859375,66.5504859875428,0.9998212141538254,2
v2_adaptive,train,glioma,Tr-gl_1174.jpg,0.0264434814453125,63.90761728777693,0.9996741218304929,4
v2_adaptive,train,glioma,Tr-gl_1175.jpg,0.009490966796875,68.3576990680079,0.9998391703406356,4
v2_adaptive,train,glioma,Tr-gl_1176.jpg,0.065185546875,59.98929047471109,0.9992901736046991,8
v2_adaptive,train,glioma,Tr-gl_1177.jpg,0.0056915283203125,70.57851459682922,0.9999844752532769,0
v2_adaptive,train,glioma,Tr-gl_1178.jpg,0.0125885009765625,67.13106342941684,0.999817148188147,3
v2_adaptive,train,glioma,Tr-gl_1179.jpg,0.012237548828125,67.25385923207446,0.9997969877995863,2
v2_adaptive,train,glioma,Tr-gl_118.jpg,0.0175323486328125,65.69240262803325,0.9996668848601651,4
v2_adaptive,train,glioma,Tr-gl_1180.jpg,0.0086212158203125,68.77511843672171,0.9999208737634173,2
